Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 11.217304916s, Fenwick: 3.988971458s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
686	| 22.09	| 22.42	| 0.32
687	| 2.03	| 2.01	| 0.02
688	| 26.40	| 26.46	| 0.06
689	| 44.76	| 44.63	| 0.13
690	| 73.77	| 73.55	| 0.22
691	| 74.89	| 74.65	| 0.25
692	| 60.19	| 59.99	| 0.20
693	| 64.65	| 65.10	| 0.45
694	| 4.90	| 4.88	| 0.02
695	| 59.53	| 58.84	| 0.69
696	| 28.68	| 28.93	| 0.24
697	| 42.53	| 42.70	| 0.17
698	| 65.80	| 65.76	| 0.04
699	| 56.60	| 56.80	| 0.20
700	| 49.06	| 49.16	| 0.10
701	| 56.52	| 56.22	| 0.30
702	| 76.47	| 76.35	| 0.12
703	| 75.53	| 75.72	| 0.19
704	| 31.60	| 31.69	| 0.10
705	| 10.93	| 11.08	| 0.15
706	| 55.55	| 56.01	| 0.46
707	| 77.33	| 77.76	| 0.43
708	| 74.74	| 74.44	| 0.30
709	| 75.52	| 75.46	| 0.06
710	| 76.29	| 76.68	| 0.39
711	| 77.29	| 77.22	| 0.07
712	| 4.64	| 4.69	| 0.05
713	| 43.99	| 43.92	| 0.08
714	| 66.10	| 66.38	| 0.28
715	| 77.51	| 77.63	| 0.12
716	| 76.49	| 76.65	| 0.16
717	| 76.81	| 76.80	| 0.02
718	| 56.99	| 56.61	| 0.38
719	| 45.86	| 46.46	| 0.60
720	| 47.68	| 47.83	| 0.15
721	| 75.56	| 75.61	| 0.05
722	| 26.07	| 26.07	| 0.00
723	| 76.34	| 76.30	| 0.03
724	| 72.17	| 72.30	| 0.13
725	| 73.56	| 73.79	| 0.23
726	| 74.60	| 74.64	| 0.04
727	| 66.28	| 66.29	| 0.01
728	| 72.60	| 72.52	| 0.07
729	| 34.66	| 34.98	| 0.31
730	| 25.92	| 26.04	| 0.12
731	| 7.89	| 7.92	| 0.03
732	| 49.15	| 48.78	| 0.37
733	| 43.61	| 43.15	| 0.46
734	| 6.03	| 5.94	| 0.09
735	| 75.48	| 75.36	| 0.12
736	| 75.50	| 75.60	| 0.10
737	| 41.42	| 41.41	| 0.01
738	| 75.17	| 75.26	| 0.09
739	| 76.39	| 76.46	| 0.07
740	| 54.93	| 55.02	| 0.09
741	| 30.28	| 30.49	| 0.21
742	| 22.34	| 22.22	| 0.12
743	| 73.53	| 73.38	| 0.16
744	| 18.52	| 18.52	| 0.00
745	| 71.71	| 71.98	| 0.27
746	| 36.36	| 36.41	| 0.05
747	| 58.76	| 58.87	| 0.11
748	| 71.32	| 71.22	| 0.10
749	| 52.88	| 52.94	| 0.06
750	| 54.68	| 54.85	| 0.17
751	| 49.11	| 48.77	| 0.35
752	| 43.08	| 43.24	| 0.16
753	| 19.19	| 18.99	| 0.20
754	| 17.30	| 17.21	| 0.09
755	| 44.77	| 44.60	| 0.18
756	| 64.43	| 64.71	| 0.28
757	| 44.29	| 44.01	| 0.28
758	| 36.71	| 36.62	| 0.09
759	| 56.93	| 57.03	| 0.11
760	| 50.13	| 50.12	| 0.00
761	| 64.61	| 64.59	| 0.02
762	| 56.94	| 57.28	| 0.34
763	| 75.90	| 75.89	| 0.01
764	| 45.48	| 45.41	| 0.08
765	| 68.92	| 69.04	| 0.13
766	| 65.18	| 65.37	| 0.19
767	| 67.46	| 67.36	| 0.10
768	| 49.25	| 49.45	| 0.20
769	| 53.88	| 53.94	| 0.06
770	| 42.18	| 42.07	| 0.11
771	| 63.14	| 63.43	| 0.29
772	| 78.24	| 78.30	| 0.05
773	| 50.61	| 50.09	| 0.52
774	| 76.62	| 76.52	| 0.09
775	| 74.53	| 74.44	| 0.09
776	| 70.78	| 70.81	| 0.03
777	| 75.65	| 75.42	| 0.23
778	| 43.84	| 43.72	| 0.12
779	| 1.50	| 1.55	| 0.05
780	| 44.16	| 44.21	| 0.05
781	| 73.50	| 73.65	| 0.15
782	| 64.15	| 64.16	| 0.00
783	| 49.83	| 50.20	| 0.36
784	| 64.33	| 64.57	| 0.24
785	| 72.72	| 72.86	| 0.14
786	| 41.50	| 41.34	| 0.16
787	| 49.46	| 49.30	| 0.16
788	| 63.57	| 63.42	| 0.15
789	| 73.35	| 73.22	| 0.13
790	| 60.51	| 60.55	| 0.04
791	| 65.84	| 65.70	| 0.14
792	| 58.93	| 58.36	| 0.57
793	| 48.73	| 48.85	| 0.12
794	| 71.05	| 70.83	| 0.22
795	| 61.25	| 61.35	| 0.10
796	| 15.93	| 15.98	| 0.04
797	| 60.14	| 60.27	| 0.12
798	| 76.32	| 76.44	| 0.12
799	| 12.93	| 12.96	| 0.03
800	| 67.20	| 67.31	| 0.11
801	| 7.45	| 7.58	| 0.12
802	| 11.70	| 11.60	| 0.10
803	| 70.79	| 70.86	| 0.07
804	| 76.68	| 76.52	| 0.15
805	| 60.34	| 60.31	| 0.03
806	| 74.27	| 74.20	| 0.07
807	| 66.53	| 66.65	| 0.13
808	| 67.19	| 67.33	| 0.14
809	| 61.96	| 62.22	| 0.26
810	| 45.08	| 45.05	| 0.02
811	| 23.66	| 23.56	| 0.10
812	| 73.89	| 74.11	| 0.23
813	| 22.38	| 22.30	| 0.08
814	| 5.47	| 5.50	| 0.02
815	| 48.17	| 47.80	| 0.37
816	| 9.73	| 9.70	| 0.03
817	| 60.93	| 60.72	| 0.21
818	| 60.50	| 60.60	| 0.10
819	| 46.07	| 45.82	| 0.26
820	| 21.19	| 20.90	| 0.30
821	| 70.51	| 70.67	| 0.16
822	| 46.64	| 46.83	| 0.19
823	| 7.96	| 8.02	| 0.06
824	| 23.45	| 23.91	| 0.46
825	| 63.38	| 63.46	| 0.09
826	| 39.47	| 39.70	| 0.23
827	| 66.88	| 66.91	| 0.03
828	| 21.26	| 21.27	| 0.01
829	| 67.02	| 67.03	| 0.01
830	| 0.48	| 0.48	| 0.01
831	| 48.71	| 48.57	| 0.15
832	| 37.75	| 37.70	| 0.05
833	| 64.56	| 64.94	| 0.38
834	| 4.18	| 4.19	| 0.01
835	| 77.22	| 76.76	| 0.46
836	| 21.42	| 21.62	| 0.20
837	| 50.67	| 50.70	| 0.03
838	| 71.49	| 71.55	| 0.07
839	| 77.92	| 78.13	| 0.21
840	| 69.74	| 69.86	| 0.12
841	| 59.29	| 59.43	| 0.14
842	| 28.75	| 28.70	| 0.05
843	| 44.76	| 45.30	| 0.55
844	| 7.21	| 7.32	| 0.11
845	| 45.85	| 45.81	| 0.04
846	| 54.69	| 54.40	| 0.29
847	| 69.30	| 69.21	| 0.08
848	| 61.40	| 61.25	| 0.15
849	| 65.92	| 66.28	| 0.36
850	| 40.17	| 40.24	| 0.07
851	| 10.78	| 10.81	| 0.04
852	| 44.86	| 44.60	| 0.26
853	| 72.71	| 72.79	| 0.08
854	| 58.04	| 58.03	| 0.01
855	| 1.83	| 1.87	| 0.04
856	| 71.52	| 71.65	| 0.13
857	| 20.14	| 20.23	| 0.09
858	| 18.84	| 18.74	| 0.10
859	| 6.41	| 6.63	| 0.22
860	| 7.58	| 7.48	| 0.10
861	| 51.35	| 51.39	| 0.04
862	| 68.72	| 68.85	| 0.14
863	| 62.20	| 62.40	| 0.20
864	| 70.07	| 70.15	| 0.08
865	| 52.59	| 52.32	| 0.27
866	| 51.36	| 51.41	| 0.06
867	| 16.20	| 16.02	| 0.18
868	| 35.82	| 35.52	| 0.30
869	| 70.55	| 70.72	| 0.17
870	| 72.25	| 72.37	| 0.12
871	| 28.35	| 28.06	| 0.29
872	| 30.96	| 30.55	| 0.41
873	| 64.06	| 63.96	| 0.10
874	| 77.57	| 77.76	| 0.19
875	| 9.55	| 9.63	| 0.08
876	| 21.65	| 21.54	| 0.11
877	| 11.78	| 11.83	| 0.05
878	| 15.62	| 15.57	| 0.04
879	| 47.02	| 46.76	| 0.25
880	| 35.37	| 35.25	| 0.12
881	| 9.97	| 9.81	| 0.16
882	| 56.96	| 56.71	| 0.25
883	| 6.17	| 6.00	| 0.17
884	| 68.95	| 68.79	| 0.17
885	| 73.58	| 73.68	| 0.09
886	| 49.35	| 48.80	| 0.55
887	| 76.49	| 76.37	| 0.12
888	| 64.30	| 64.47	| 0.16
889	| 76.25	| 76.30	| 0.05
890	| 61.25	| 61.12	| 0.14
891	| 68.08	| 68.07	| 0.01
892	| 33.19	| 33.20	| 0.01
893	| 13.15	| 13.25	| 0.11
894	| 66.66	| 66.51	| 0.16
895	| 38.97	| 38.87	| 0.10
896	| 67.45	| 67.85	| 0.39
897	| 56.32	| 56.69	| 0.38
898	| 15.06	| 14.88	| 0.18
899	| 52.23	| 52.20	| 0.03
900	| 68.41	| 68.31	| 0.09
901	| 58.95	| 59.23	| 0.28
902	| 45.86	| 45.52	| 0.34
903	| 60.65	| 61.06	| 0.41
904	| 70.69	| 70.64	| 0.04
905	| 73.43	| 73.33	| 0.09
906	| 36.61	| 36.85	| 0.24
907	| 76.52	| 76.35	| 0.17
908	| 34.01	| 34.02	| 0.01
909	| 78.32	| 78.02	| 0.30
910	| 66.89	| 66.83	| 0.06
911	| 14.32	| 14.30	| 0.02
912	| 54.43	| 54.60	| 0.18
913	| 65.61	| 65.19	| 0.43
914	| 16.92	| 16.70	| 0.22
915	| 22.56	| 22.65	| 0.09
916	| 26.66	| 26.90	| 0.24
917	| 70.16	| 70.43	| 0.27
918	| 50.87	| 51.32	| 0.45
919	| 7.75	| 7.85	| 0.09
920	| 59.46	| 59.01	| 0.45
921	| 54.71	| 54.81	| 0.10
922	| 73.64	| 73.71	| 0.07
923	| 13.15	| 13.12	| 0.03
924	| 62.79	| 63.26	| 0.48
925	| 69.90	| 69.49	| 0.41
926	| 24.53	| 24.37	| 0.16
927	| 34.77	| 35.01	| 0.24
928	| 35.90	| 35.88	| 0.02
929	| 57.67	| 57.37	| 0.31
930	| 75.38	| 75.62	| 0.23
931	| 57.85	| 57.38	| 0.47
932	| 69.67	| 69.97	| 0.31
933	| 61.95	| 62.06	| 0.10
934	| 12.07	| 12.06	| 0.01
935	| 60.15	| 60.00	| 0.15
936	| 60.80	| 60.62	| 0.18
937	| 69.03	| 69.31	| 0.28
938	| 9.75	| 9.79	| 0.04
939	| 77.55	| 77.40	| 0.15
940	| 42.82	| 42.64	| 0.18
941	| 66.63	| 66.63	| 0.00
942	| 58.58	| 58.97	| 0.39
943	| 63.48	| 63.58	| 0.10
944	| 52.61	| 52.61	| 0.00
945	| 6.40	| 6.43	| 0.03
946	| 22.88	| 22.70	| 0.18
947	| 19.98	| 20.29	| 0.31
948	| 36.33	| 35.99	| 0.34
949	| 23.58	| 23.59	| 0.01
950	| 67.44	| 67.54	| 0.10
951	| 69.25	| 69.18	| 0.06
952	| 73.30	| 72.98	| 0.32
953	| 57.57	| 57.52	| 0.06
954	| 63.58	| 63.58	| 0.01
955	| 72.58	| 72.58	| 0.01
956	| 50.66	| 50.68	| 0.02
957	| 27.45	| 27.46	| 0.01
958	| 49.24	| 49.45	| 0.21
959	| 72.92	| 72.86	| 0.06
960	| 58.98	| 59.06	| 0.09
961	| 27.61	| 27.44	| 0.18
962	| 60.94	| 60.73	| 0.20
963	| 38.10	| 38.00	| 0.11
964	| 41.23	| 41.63	| 0.41
965	| 77.68	| 77.58	| 0.11
966	| 61.07	| 61.66	| 0.59
967	| 31.64	| 31.42	| 0.22
968	| 19.43	| 19.46	| 0.03
969	| 60.62	| 60.38	| 0.24
970	| 55.84	| 55.67	| 0.17
971	| 67.49	| 67.45	| 0.04
972	| 61.84	| 61.98	| 0.14
973	| 78.13	| 78.14	| 0.01
974	| 56.56	| 56.37	| 0.19
975	| 71.64	| 71.62	| 0.02
976	| 69.81	| 69.90	| 0.09
977	| 20.55	| 20.61	| 0.06
978	| 62.58	| 62.33	| 0.25
979	| 3.90	| 3.91	| 0.01
980	| 0.34	| 0.32	| 0.02
981	| 50.97	| 51.21	| 0.24
982	| 21.57	| 21.40	| 0.17
983	| 17.55	| 17.64	| 0.09
984	| 15.43	| 15.62	| 0.19
985	| 57.76	| 57.62	| 0.15
986	| 61.10	| 60.87	| 0.23
987	| 63.92	| 63.43	| 0.49
988	| 78.02	| 78.15	| 0.14
989	| 47.90	| 48.22	| 0.32
990	| 4.54	| 4.49	| 0.06
991	| 61.90	| 62.08	| 0.18
992	| 61.31	| 61.28	| 0.03
993	| 75.81	| 75.93	| 0.11
994	| 64.97	| 65.23	| 0.26
995	| 38.54	| 38.39	| 0.14
996	| 64.93	| 65.31	| 0.38
997	| 63.98	| 63.92	| 0.06
998	| 69.50	| 69.26	| 0.24
999	| 69.53	| 69.74	| 0.21
