Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 36.979484875s, Fenwick: 1.836401208s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
686	| 3.61	| 3.61	| 0.00
687	| 2.95	| 2.93	| 0.02
688	| 2.65	| 2.62	| 0.03
689	| 1.32	| 1.33	| 0.01
690	| 5.54	| 5.53	| 0.00
691	| 1.70	| 1.65	| 0.05
692	| 5.34	| 5.44	| 0.10
693	| 3.77	| 3.79	| 0.02
694	| 3.65	| 3.64	| 0.00
695	| 5.01	| 5.06	| 0.05
696	| 6.03	| 5.98	| 0.05
697	| 4.87	| 4.90	| 0.03
698	| 5.85	| 6.05	| 0.20
699	| 1.56	| 1.45	| 0.11
700	| 2.07	| 2.03	| 0.04
701	| 5.94	| 5.60	| 0.33
702	| 1.61	| 1.62	| 0.01
703	| 3.18	| 3.19	| 0.00
704	| 5.54	| 5.52	| 0.01
705	| 2.35	| 2.30	| 0.05
706	| 1.20	| 1.24	| 0.03
707	| 5.32	| 5.41	| 0.09
708	| 0.30	| 0.30	| 0.00
709	| 3.22	| 3.20	| 0.02
710	| 6.27	| 6.37	| 0.10
711	| 4.80	| 4.85	| 0.06
712	| 0.65	| 0.67	| 0.02
713	| 6.35	| 6.48	| 0.14
714	| 0.06	| 0.04	| 0.01
715	| 2.66	| 2.66	| 0.00
716	| 4.76	| 4.92	| 0.16
717	| 5.14	| 5.35	| 0.21
718	| 3.70	| 3.68	| 0.03
719	| 4.38	| 4.42	| 0.04
720	| 5.52	| 5.55	| 0.03
721	| 0.26	| 0.29	| 0.03
722	| 4.68	| 4.80	| 0.12
723	| 0.44	| 0.50	| 0.06
724	| 3.10	| 3.13	| 0.02
725	| 0.78	| 0.80	| 0.02
726	| 5.06	| 5.14	| 0.08
727	| 3.82	| 3.77	| 0.05
728	| 4.60	| 4.50	| 0.10
729	| 2.88	| 2.88	| 0.00
730	| 2.77	| 2.66	| 0.11
731	| 3.90	| 3.89	| 0.01
732	| 2.47	| 2.47	| 0.00
733	| 5.85	| 5.68	| 0.17
734	| 3.98	| 3.96	| 0.02
735	| 1.61	| 1.62	| 0.01
736	| 6.22	| 6.13	| 0.09
737	| 3.17	| 3.14	| 0.02
738	| 0.56	| 0.51	| 0.05
739	| 5.64	| 5.51	| 0.13
740	| 5.09	| 5.00	| 0.09
741	| 4.78	| 4.76	| 0.01
742	| 1.88	| 1.84	| 0.04
743	| 0.72	| 0.75	| 0.03
744	| 2.42	| 2.48	| 0.06
745	| 2.39	| 2.32	| 0.07
746	| 0.72	| 0.75	| 0.03
747	| 5.40	| 5.39	| 0.02
748	| 2.04	| 2.17	| 0.13
749	| 1.27	| 1.29	| 0.02
750	| 4.73	| 4.75	| 0.02
751	| 4.73	| 4.75	| 0.02
752	| 6.08	| 6.00	| 0.08
753	| 1.64	| 1.61	| 0.03
754	| 4.25	| 4.27	| 0.02
755	| 3.18	| 3.18	| 0.00
756	| 4.10	| 3.93	| 0.17
757	| 4.23	| 4.24	| 0.01
758	| 2.18	| 2.10	| 0.08
759	| 0.46	| 0.42	| 0.04
760	| 2.64	| 2.67	| 0.03
761	| 2.31	| 2.35	| 0.04
762	| 4.48	| 4.41	| 0.07
763	| 6.49	| 6.47	| 0.02
764	| 5.96	| 5.88	| 0.08
765	| 4.36	| 4.36	| 0.00
766	| 5.80	| 5.81	| 0.01
767	| 6.16	| 6.27	| 0.10
768	| 5.22	| 5.25	| 0.03
769	| 2.31	| 2.30	| 0.01
770	| 3.20	| 3.26	| 0.06
771	| 1.74	| 1.87	| 0.13
772	| 3.65	| 3.61	| 0.04
773	| 5.39	| 5.45	| 0.06
774	| 1.57	| 1.55	| 0.02
775	| 5.18	| 5.24	| 0.05
776	| 0.36	| 0.33	| 0.03
777	| 5.93	| 5.85	| 0.08
778	| 1.35	| 1.37	| 0.02
779	| 5.85	| 5.66	| 0.19
780	| 0.40	| 0.40	| 0.01
781	| 6.51	| 6.39	| 0.12
782	| 3.15	| 3.20	| 0.05
783	| 4.87	| 4.76	| 0.10
784	| 6.35	| 6.44	| 0.10
785	| 3.65	| 3.56	| 0.09
786	| 5.81	| 5.97	| 0.16
787	| 1.24	| 1.23	| 0.01
788	| 1.96	| 1.98	| 0.03
789	| 5.13	| 5.10	| 0.03
790	| 6.30	| 6.48	| 0.18
791	| 3.19	| 3.28	| 0.08
792	| 4.81	| 4.91	| 0.10
793	| 0.08	| 0.10	| 0.03
794	| 3.38	| 3.30	| 0.08
795	| 3.59	| 3.52	| 0.07
796	| 2.90	| 2.98	| 0.08
797	| 4.26	| 4.19	| 0.07
798	| 0.24	| 0.21	| 0.03
799	| 3.04	| 3.00	| 0.04
800	| 4.35	| 4.32	| 0.03
801	| 1.31	| 1.38	| 0.07
802	| 2.19	| 2.11	| 0.08
803	| 6.49	| 6.34	| 0.15
804	| 2.98	| 2.94	| 0.04
805	| 2.36	| 2.36	| 0.00
806	| 0.91	| 0.87	| 0.04
807	| 0.91	| 0.94	| 0.04
808	| 5.92	| 5.88	| 0.05
809	| 0.52	| 0.55	| 0.03
810	| 2.03	| 1.96	| 0.06
811	| 0.97	| 0.92	| 0.05
812	| 1.56	| 1.59	| 0.03
813	| 3.31	| 3.38	| 0.06
814	| 5.66	| 5.64	| 0.01
815	| 3.50	| 3.52	| 0.01
816	| 6.08	| 6.20	| 0.11
817	| 0.03	| 0.03	| 0.00
818	| 3.14	| 2.94	| 0.21
819	| 4.30	| 4.25	| 0.05
820	| 0.95	| 0.96	| 0.01
821	| 6.23	| 6.25	| 0.02
822	| 5.64	| 5.53	| 0.11
823	| 4.82	| 4.79	| 0.03
824	| 6.46	| 6.51	| 0.05
825	| 5.02	| 4.92	| 0.10
826	| 1.42	| 1.45	| 0.03
827	| 5.91	| 5.90	| 0.01
828	| 1.12	| 1.08	| 0.04
829	| 1.30	| 1.30	| 0.00
830	| 2.16	| 2.13	| 0.02
831	| 3.12	| 3.04	| 0.08
832	| 1.28	| 1.37	| 0.09
833	| 5.03	| 4.87	| 0.16
834	| 4.23	| 4.13	| 0.09
835	| 2.42	| 2.43	| 0.01
836	| 3.24	| 3.45	| 0.21
837	| 5.44	| 5.43	| 0.00
838	| 4.92	| 4.93	| 0.01
839	| 3.86	| 3.77	| 0.09
840	| 4.14	| 4.07	| 0.08
841	| 4.80	| 4.82	| 0.03
842	| 2.44	| 2.48	| 0.04
843	| 4.41	| 4.35	| 0.06
844	| 4.60	| 4.63	| 0.02
845	| 3.21	| 3.14	| 0.06
846	| 3.21	| 3.19	| 0.02
847	| 0.62	| 0.65	| 0.03
848	| 6.13	| 6.17	| 0.04
849	| 3.33	| 3.31	| 0.02
850	| 5.97	| 6.05	| 0.08
851	| 4.76	| 4.71	| 0.06
852	| 1.45	| 1.55	| 0.10
853	| 5.07	| 5.10	| 0.03
854	| 1.48	| 1.49	| 0.01
855	| 0.08	| 0.08	| 0.00
856	| 3.20	| 3.23	| 0.03
857	| 1.52	| 1.48	| 0.04
858	| 3.40	| 3.33	| 0.06
859	| 5.09	| 5.07	| 0.02
860	| 0.50	| 0.50	| 0.00
861	| 1.87	| 1.86	| 0.01
862	| 3.62	| 3.67	| 0.05
863	| 2.23	| 2.13	| 0.10
864	| 5.56	| 5.47	| 0.09
865	| 5.46	| 5.37	| 0.10
866	| 0.10	| 0.10	| 0.00
867	| 5.72	| 5.57	| 0.15
868	| 1.62	| 1.62	| 0.00
869	| 6.61	| 6.54	| 0.07
870	| 4.23	| 4.18	| 0.05
871	| 2.18	| 2.12	| 0.06
872	| 5.39	| 5.29	| 0.10
873	| 5.54	| 5.52	| 0.02
874	| 1.79	| 1.75	| 0.03
875	| 2.20	| 2.24	| 0.04
876	| 4.19	| 4.20	| 0.01
877	| 4.71	| 4.68	| 0.03
878	| 5.28	| 5.42	| 0.14
879	| 3.60	| 3.57	| 0.04
880	| 0.50	| 0.46	| 0.04
881	| 2.00	| 1.97	| 0.03
882	| 6.08	| 6.05	| 0.03
883	| 0.01	| 0.01	| 0.00
884	| 2.31	| 2.29	| 0.02
885	| 5.66	| 5.71	| 0.05
886	| 1.14	| 1.16	| 0.02
887	| 6.50	| 6.55	| 0.05
888	| 6.46	| 6.59	| 0.13
889	| 4.72	| 4.62	| 0.09
890	| 6.01	| 6.13	| 0.13
891	| 3.15	| 3.12	| 0.03
892	| 4.83	| 4.84	| 0.01
893	| 2.87	| 2.99	| 0.12
894	| 0.97	| 0.97	| 0.00
895	| 1.93	| 2.06	| 0.13
896	| 3.72	| 3.71	| 0.00
897	| 2.43	| 2.53	| 0.10
898	| 1.30	| 1.34	| 0.04
899	| 5.35	| 5.14	| 0.21
900	| 3.01	| 3.03	| 0.01
901	| 6.65	| 6.47	| 0.18
902	| 2.52	| 2.55	| 0.03
903	| 3.14	| 3.28	| 0.13
904	| 2.41	| 2.32	| 0.08
905	| 5.91	| 5.72	| 0.20
906	| 4.32	| 4.24	| 0.08
907	| 1.03	| 1.03	| 0.00
908	| 5.51	| 5.35	| 0.16
909	| 0.98	| 0.89	| 0.09
910	| 4.94	| 4.78	| 0.16
911	| 3.14	| 3.24	| 0.10
912	| 4.47	| 4.64	| 0.18
913	| 5.89	| 5.97	| 0.08
914	| 3.82	| 3.83	| 0.01
915	| 2.13	| 2.11	| 0.02
916	| 5.53	| 5.48	| 0.05
917	| 6.00	| 5.96	| 0.04
918	| 4.58	| 4.57	| 0.01
919	| 1.39	| 1.33	| 0.06
920	| 4.84	| 5.02	| 0.18
921	| 4.00	| 4.04	| 0.03
922	| 3.50	| 3.50	| 0.00
923	| 4.93	| 5.06	| 0.13
924	| 0.03	| 0.03	| 0.01
925	| 5.11	| 5.02	| 0.09
926	| 4.81	| 4.82	| 0.01
927	| 4.02	| 4.08	| 0.06
928	| 6.22	| 6.04	| 0.18
929	| 2.13	| 2.08	| 0.05
930	| 5.28	| 5.28	| 0.00
931	| 0.04	| 0.04	| 0.00
932	| 1.82	| 1.87	| 0.05
933	| 3.87	| 3.83	| 0.03
934	| 2.17	| 2.17	| 0.00
935	| 0.38	| 0.38	| 0.01
936	| 4.79	| 4.78	| 0.01
937	| 5.19	| 4.89	| 0.29
938	| 4.70	| 4.74	| 0.04
939	| 4.90	| 4.81	| 0.09
940	| 6.26	| 6.23	| 0.03
941	| 5.49	| 5.16	| 0.32
942	| 0.64	| 0.60	| 0.03
943	| 2.59	| 2.52	| 0.07
944	| 5.78	| 5.79	| 0.01
945	| 6.27	| 6.27	| 0.00
946	| 4.46	| 4.23	| 0.22
947	| 3.60	| 3.72	| 0.12
948	| 5.72	| 5.76	| 0.03
949	| 3.45	| 3.39	| 0.05
950	| 2.37	| 2.36	| 0.01
951	| 4.42	| 4.52	| 0.10
952	| 2.11	| 2.04	| 0.08
953	| 5.00	| 4.96	| 0.05
954	| 2.71	| 2.77	| 0.06
955	| 6.23	| 6.32	| 0.08
956	| 0.31	| 0.34	| 0.03
957	| 2.25	| 2.29	| 0.04
958	| 1.10	| 1.09	| 0.01
959	| 6.31	| 6.43	| 0.12
960	| 4.24	| 4.22	| 0.03
961	| 0.61	| 0.65	| 0.03
962	| 6.27	| 6.26	| 0.01
963	| 5.50	| 5.63	| 0.13
964	| 3.49	| 3.35	| 0.13
965	| 4.70	| 4.61	| 0.09
966	| 3.26	| 3.28	| 0.02
967	| 4.39	| 4.46	| 0.08
968	| 4.65	| 4.53	| 0.11
969	| 0.47	| 0.48	| 0.02
970	| 5.58	| 5.41	| 0.17
971	| 3.02	| 2.95	| 0.07
972	| 6.00	| 6.07	| 0.06
973	| 0.67	| 0.67	| 0.00
974	| 1.79	| 1.91	| 0.12
975	| 4.21	| 4.43	| 0.22
976	| 3.55	| 3.57	| 0.02
977	| 2.27	| 2.29	| 0.01
978	| 4.57	| 4.58	| 0.01
979	| 2.07	| 2.07	| 0.00
980	| 4.58	| 4.62	| 0.04
981	| 2.57	| 2.63	| 0.07
982	| 4.58	| 4.55	| 0.02
983	| 0.14	| 0.13	| 0.01
984	| 6.05	| 5.89	| 0.16
985	| 3.38	| 3.36	| 0.01
986	| 0.73	| 0.73	| 0.00
987	| 4.99	| 5.01	| 0.02
988	| 2.25	| 2.23	| 0.02
989	| 2.06	| 2.02	| 0.05
990	| 2.87	| 2.92	| 0.04
991	| 4.65	| 4.62	| 0.03
992	| 4.74	| 4.61	| 0.13
993	| 5.15	| 5.24	| 0.08
994	| 5.69	| 5.61	| 0.07
995	| 2.23	| 2.25	| 0.02
996	| 2.87	| 2.79	| 0.08
997	| 5.68	| 5.69	| 0.01
998	| 4.86	| 4.95	| 0.09
999	| 2.55	| 2.54	| 0.00
1000	| 0.17	| 0.18	| 0.01
1001	| 2.34	| 2.21	| 0.13
1002	| 4.51	| 4.54	| 0.03
1003	| 5.17	| 5.23	| 0.06
1004	| 0.47	| 0.47	| 0.01
1005	| 4.13	| 4.01	| 0.13
1006	| 4.42	| 4.33	| 0.08
1007	| 2.04	| 2.00	| 0.04
1008	| 0.71	| 0.76	| 0.05
1009	| 4.87	| 4.86	| 0.01
1010	| 1.82	| 1.81	| 0.01
1011	| 5.54	| 5.40	| 0.14
1012	| 2.86	| 2.67	| 0.19
1013	| 2.86	| 2.80	| 0.06
1014	| 0.38	| 0.38	| 0.00
1015	| 0.17	| 0.17	| 0.01
1016	| 1.65	| 1.65	| 0.00
1017	| 6.25	| 6.36	| 0.11
1018	| 3.14	| 3.04	| 0.09
1019	| 4.02	| 4.10	| 0.08
1020	| 0.60	| 0.60	| 0.00
1021	| 3.23	| 3.26	| 0.02
1022	| 6.02	| 5.85	| 0.16
1023	| 4.88	| 4.95	| 0.07
1024	| 5.48	| 5.60	| 0.12
1025	| 2.69	| 2.71	| 0.02
1026	| 1.94	| 1.89	| 0.05
1027	| 2.51	| 2.48	| 0.03
1028	| 0.41	| 0.39	| 0.02
1029	| 4.47	| 4.55	| 0.08
1030	| 5.22	| 5.24	| 0.02
1031	| 3.69	| 3.66	| 0.03
1032	| 2.25	| 2.22	| 0.03
1033	| 5.62	| 5.63	| 0.01
1034	| 3.02	| 2.97	| 0.05
1035	| 3.67	| 3.59	| 0.08
1036	| 2.14	| 2.12	| 0.02
1037	| 2.82	| 2.80	| 0.02
1038	| 2.93	| 3.00	| 0.07
1039	| 4.68	| 4.68	| 0.00
1040	| 3.84	| 3.78	| 0.05
1041	| 0.21	| 0.21	| 0.00
1042	| 0.57	| 0.64	| 0.06
1043	| 1.15	| 1.11	| 0.04
1044	| 3.45	| 3.57	| 0.13
1045	| 4.67	| 4.70	| 0.03
1046	| 0.15	| 0.15	| 0.01
1047	| 0.36	| 0.37	| 0.01
1048	| 3.96	| 4.05	| 0.08
1049	| 3.24	| 3.31	| 0.07
1050	| 1.30	| 1.29	| 0.01
1051	| 6.26	| 6.29	| 0.02
1052	| 4.10	| 4.10	| 0.00
1053	| 0.63	| 0.60	| 0.03
1054	| 1.67	| 1.73	| 0.06
1055	| 6.10	| 6.19	| 0.09
1056	| 0.36	| 0.32	| 0.04
1057	| 1.45	| 1.51	| 0.06
1058	| 3.50	| 3.47	| 0.03
1059	| 1.90	| 1.95	| 0.05
1060	| 5.88	| 5.85	| 0.03
1061	| 4.98	| 5.04	| 0.06
1062	| 0.66	| 0.60	| 0.06
1063	| 2.58	| 2.70	| 0.12
1064	| 6.36	| 6.22	| 0.14
1065	| 2.64	| 2.57	| 0.07
1066	| 3.39	| 3.29	| 0.10
1067	| 4.80	| 4.83	| 0.03
1068	| 2.28	| 2.31	| 0.03
1069	| 4.61	| 4.59	| 0.02
1070	| 0.85	| 0.90	| 0.05
1071	| 1.37	| 1.33	| 0.04
1072	| 5.13	| 5.16	| 0.03
1073	| 0.78	| 0.78	| 0.00
1074	| 3.90	| 3.88	| 0.01
1075	| 5.72	| 5.66	| 0.07
1076	| 1.21	| 1.21	| 0.01
1077	| 5.66	| 5.59	| 0.07
1078	| 0.21	| 0.20	| 0.01
1079	| 4.06	| 4.23	| 0.17
1080	| 1.73	| 1.77	| 0.04
1081	| 3.74	| 3.76	| 0.02
1082	| 1.25	| 1.25	| 0.01
1083	| 3.55	| 3.52	| 0.04
1084	| 3.70	| 3.63	| 0.07
1085	| 0.97	| 0.96	| 0.02
1086	| 4.85	| 4.81	| 0.04
1087	| 0.35	| 0.32	| 0.03
1088	| 4.66	| 4.65	| 0.02
1089	| 3.09	| 3.01	| 0.08
1090	| 2.12	| 2.04	| 0.08
1091	| 5.13	| 5.16	| 0.02
1092	| 4.53	| 4.33	| 0.20
1093	| 3.32	| 3.37	| 0.05
1094	| 5.91	| 5.89	| 0.01
1095	| 2.46	| 2.54	| 0.08
1096	| 6.11	| 6.03	| 0.08
1097	| 0.30	| 0.32	| 0.02
1098	| 5.60	| 5.56	| 0.04
1099	| 2.86	| 2.76	| 0.10
1100	| 5.44	| 5.54	| 0.10
1101	| 4.87	| 4.86	| 0.01
1102	| 0.55	| 0.53	| 0.02
1103	| 5.78	| 5.91	| 0.13
1104	| 2.19	| 2.24	| 0.06
1105	| 1.23	| 1.20	| 0.03
1106	| 1.33	| 1.31	| 0.03
1107	| 0.67	| 0.71	| 0.04
1108	| 5.13	| 5.03	| 0.10
1109	| 5.41	| 5.44	| 0.03
1110	| 1.24	| 1.25	| 0.01
1111	| 5.35	| 5.43	| 0.08
1112	| 2.91	| 2.86	| 0.05
1113	| 2.27	| 2.16	| 0.12
1114	| 5.34	| 5.37	| 0.03
1115	| 4.71	| 4.63	| 0.08
1116	| 3.94	| 3.88	| 0.06
1117	| 4.79	| 5.02	| 0.23
1118	| 4.68	| 4.66	| 0.03
1119	| 1.50	| 1.51	| 0.01
1120	| 5.37	| 5.48	| 0.11
1121	| 3.12	| 3.15	| 0.03
1122	| 6.49	| 6.47	| 0.02
1123	| 5.14	| 5.10	| 0.04
1124	| 1.21	| 1.23	| 0.02
1125	| 2.54	| 2.73	| 0.19
1126	| 1.04	| 1.04	| 0.00
1127	| 6.07	| 6.20	| 0.13
1128	| 1.30	| 1.26	| 0.04
1129	| 2.79	| 2.78	| 0.02
1130	| 5.80	| 5.85	| 0.05
1131	| 2.19	| 2.21	| 0.03
1132	| 5.04	| 5.01	| 0.04
1133	| 4.78	| 4.81	| 0.03
1134	| 2.67	| 2.67	| 0.01
1135	| 5.25	| 5.14	| 0.10
1136	| 1.30	| 1.26	| 0.03
1137	| 0.63	| 0.64	| 0.01
1138	| 3.97	| 4.10	| 0.13
1139	| 2.91	| 2.84	| 0.07
1140	| 2.33	| 2.39	| 0.06
1141	| 2.77	| 2.80	| 0.03
1142	| 1.90	| 1.99	| 0.09
1143	| 4.34	| 4.46	| 0.12
1144	| 4.11	| 4.25	| 0.14
1145	| 2.31	| 2.31	| 0.00
1146	| 3.63	| 3.73	| 0.11
1147	| 4.28	| 4.37	| 0.09
1148	| 1.51	| 1.50	| 0.00
1149	| 5.93	| 6.02	| 0.08
1150	| 0.24	| 0.22	| 0.02
1151	| 1.77	| 1.69	| 0.07
1152	| 6.27	| 6.04	| 0.23
1153	| 0.88	| 0.87	| 0.01
1154	| 0.75	| 0.82	| 0.06
1155	| 6.60	| 6.50	| 0.10
1156	| 1.43	| 1.41	| 0.02
1157	| 5.83	| 5.73	| 0.11
1158	| 3.50	| 3.54	| 0.04
1159	| 0.07	| 0.07	| 0.00
1160	| 4.02	| 3.89	| 0.13
1161	| 3.60	| 3.60	| 0.01
1162	| 1.84	| 1.75	| 0.08
1163	| 0.64	| 0.61	| 0.03
1164	| 0.72	| 0.68	| 0.04
1165	| 4.98	| 5.14	| 0.16
1166	| 2.31	| 2.26	| 0.06
1167	| 1.49	| 1.51	| 0.02
1168	| 2.76	| 2.72	| 0.04
1169	| 4.87	| 4.88	| 0.01
1170	| 3.80	| 3.84	| 0.04
1171	| 6.08	| 6.19	| 0.11
1172	| 6.01	| 5.83	| 0.17
1173	| 5.57	| 5.73	| 0.16
1174	| 3.35	| 3.45	| 0.11
1175	| 5.06	| 5.11	| 0.05
1176	| 5.25	| 5.28	| 0.03
1177	| 6.64	| 6.46	| 0.18
1178	| 0.40	| 0.37	| 0.03
1179	| 2.60	| 2.56	| 0.04
1180	| 3.48	| 3.44	| 0.04
1181	| 5.87	| 5.87	| 0.00
1182	| 4.68	| 4.49	| 0.18
1183	| 6.09	| 6.18	| 0.09
1184	| 6.22	| 6.19	| 0.03
1185	| 3.72	| 3.72	| 0.00
1186	| 2.26	| 2.24	| 0.02
1187	| 1.95	| 1.97	| 0.02
1188	| 4.35	| 4.42	| 0.07
1189	| 6.41	| 6.46	| 0.05
1190	| 0.20	| 0.19	| 0.01
1191	| 4.57	| 4.54	| 0.02
1192	| 2.93	| 2.89	| 0.04
1193	| 4.00	| 4.02	| 0.02
1194	| 4.94	| 4.88	| 0.06
1195	| 1.59	| 1.59	| 0.01
1196	| 2.34	| 2.39	| 0.05
1197	| 6.65	| 6.55	| 0.10
1198	| 6.29	| 6.32	| 0.03
1199	| 2.01	| 2.01	| 0.00
1200	| 6.06	| 6.20	| 0.14
1201	| 5.59	| 5.47	| 0.13
1202	| 4.43	| 4.41	| 0.02
1203	| 2.18	| 2.15	| 0.03
1204	| 2.93	| 2.90	| 0.02
1205	| 2.71	| 2.65	| 0.06
1206	| 0.71	| 0.73	| 0.02
1207	| 0.99	| 0.95	| 0.04
1208	| 3.73	| 3.80	| 0.07
1209	| 5.62	| 5.43	| 0.19
1210	| 4.81	| 4.84	| 0.03
1211	| 3.05	| 3.09	| 0.03
1212	| 5.89	| 5.79	| 0.10
1213	| 5.43	| 5.42	| 0.01
1214	| 4.69	| 4.61	| 0.08
1215	| 4.43	| 4.41	| 0.02
1216	| 1.05	| 0.98	| 0.07
1217	| 0.61	| 0.57	| 0.04
1218	| 1.40	| 1.34	| 0.05
1219	| 2.97	| 2.97	| 0.01
1220	| 3.90	| 3.95	| 0.05
1221	| 5.17	| 5.21	| 0.04
1222	| 5.10	| 5.16	| 0.06
1223	| 4.52	| 4.60	| 0.08
1224	| 4.76	| 4.71	| 0.04
1225	| 3.58	| 3.66	| 0.07
1226	| 2.32	| 2.26	| 0.06
1227	| 0.48	| 0.49	| 0.01
1228	| 4.95	| 5.19	| 0.24
1229	| 0.59	| 0.63	| 0.04
1230	| 1.81	| 1.84	| 0.03
1231	| 3.38	| 3.31	| 0.07
1232	| 0.17	| 0.15	| 0.01
1233	| 0.61	| 0.62	| 0.01
1234	| 1.93	| 1.90	| 0.03
1235	| 2.79	| 2.74	| 0.04
1236	| 0.89	| 0.86	| 0.03
1237	| 5.58	| 5.63	| 0.05
1238	| 5.49	| 5.41	| 0.08
1239	| 5.18	| 5.20	| 0.01
1240	| 5.63	| 5.74	| 0.10
1241	| 1.34	| 1.34	| 0.00
1242	| 5.42	| 5.55	| 0.13
1243	| 5.31	| 5.16	| 0.15
1244	| 2.78	| 2.70	| 0.08
1245	| 4.79	| 4.92	| 0.12
1246	| 2.66	| 2.64	| 0.01
1247	| 1.49	| 1.56	| 0.07
1248	| 5.60	| 5.69	| 0.09
1249	| 3.31	| 3.47	| 0.16
1250	| 0.64	| 0.62	| 0.02
1251	| 5.96	| 5.99	| 0.03
1252	| 1.07	| 1.05	| 0.03
1253	| 3.06	| 3.03	| 0.03
1254	| 6.19	| 6.23	| 0.04
1255	| 3.16	| 3.23	| 0.07
1256	| 5.85	| 5.81	| 0.04
1257	| 3.05	| 3.02	| 0.03
1258	| 3.76	| 3.88	| 0.12
1259	| 4.73	| 4.69	| 0.05
1260	| 3.72	| 3.65	| 0.06
1261	| 3.31	| 3.24	| 0.07
1262	| 5.88	| 5.74	| 0.14
1263	| 0.48	| 0.47	| 0.01
1264	| 3.27	| 3.24	| 0.03
1265	| 4.91	| 4.96	| 0.05
1266	| 6.02	| 5.89	| 0.13
1267	| 5.66	| 5.57	| 0.10
1268	| 0.62	| 0.68	| 0.06
1269	| 3.73	| 3.66	| 0.07
1270	| 3.19	| 3.20	| 0.00
1271	| 4.33	| 4.32	| 0.01
1272	| 5.18	| 5.27	| 0.08
1273	| 3.64	| 3.58	| 0.05
1274	| 3.68	| 3.64	| 0.04
1275	| 5.95	| 5.79	| 0.17
1276	| 5.85	| 5.94	| 0.09
1277	| 2.18	| 2.07	| 0.11
1278	| 2.95	| 2.92	| 0.03
1279	| 5.98	| 6.14	| 0.17
1280	| 5.06	| 4.97	| 0.08
1281	| 1.33	| 1.26	| 0.07
1282	| 5.70	| 5.64	| 0.05
1283	| 3.82	| 3.91	| 0.09
1284	| 5.53	| 5.40	| 0.12
1285	| 3.05	| 2.91	| 0.14
1286	| 3.67	| 3.59	| 0.08
1287	| 2.24	| 2.24	| 0.00
1288	| 1.97	| 2.02	| 0.04
1289	| 0.50	| 0.45	| 0.04
1290	| 4.63	| 4.77	| 0.14
1291	| 1.83	| 1.83	| 0.01
1292	| 4.54	| 4.63	| 0.09
1293	| 2.08	| 2.04	| 0.04
1294	| 6.19	| 6.12	| 0.06
1295	| 1.27	| 1.30	| 0.03
1296	| 4.95	| 4.85	| 0.10
1297	| 2.77	| 2.75	| 0.02
1298	| 0.44	| 0.46	| 0.02
1299	| 2.24	| 2.26	| 0.02
1300	| 6.22	| 6.00	| 0.22
1301	| 4.50	| 4.42	| 0.07
1302	| 4.04	| 3.94	| 0.10
1303	| 3.21	| 3.30	| 0.10
1304	| 0.33	| 0.38	| 0.04
1305	| 2.20	| 2.24	| 0.04
1306	| 5.41	| 5.50	| 0.09
1307	| 4.55	| 4.53	| 0.02
1308	| 4.52	| 4.44	| 0.08
1309	| 0.86	| 0.80	| 0.06
1310	| 4.89	| 4.96	| 0.07
1311	| 0.54	| 0.58	| 0.04
1312	| 5.10	| 5.26	| 0.16
1313	| 6.31	| 6.29	| 0.02
1314	| 2.95	| 2.83	| 0.12
1315	| 6.55	| 6.46	| 0.09
1316	| 0.97	| 1.00	| 0.04
1317	| 3.91	| 3.85	| 0.06
1318	| 4.61	| 4.61	| 0.00
1319	| 1.22	| 1.23	| 0.00
1320	| 4.27	| 4.42	| 0.15
1321	| 3.66	| 3.49	| 0.17
1322	| 2.24	| 2.30	| 0.06
1323	| 1.67	| 1.64	| 0.03
1324	| 3.40	| 3.29	| 0.11
1325	| 0.51	| 0.56	| 0.05
1326	| 5.00	| 5.06	| 0.06
1327	| 5.17	| 5.03	| 0.14
1328	| 1.85	| 1.84	| 0.00
1329	| 0.57	| 0.55	| 0.02
1330	| 5.84	| 5.90	| 0.05
1331	| 4.74	| 4.87	| 0.13
1332	| 3.79	| 3.74	| 0.05
1333	| 1.25	| 1.21	| 0.04
1334	| 1.00	| 0.96	| 0.04
1335	| 3.56	| 3.67	| 0.10
1336	| 4.43	| 4.43	| 0.01
1337	| 2.42	| 2.41	| 0.01
1338	| 1.31	| 1.25	| 0.06
1339	| 3.91	| 3.94	| 0.03
1340	| 1.90	| 1.87	| 0.03
1341	| 4.80	| 4.95	| 0.15
1342	| 3.81	| 3.93	| 0.13
1343	| 3.76	| 3.77	| 0.01
1344	| 3.83	| 3.90	| 0.07
1345	| 3.79	| 3.80	| 0.01
1346	| 2.76	| 2.83	| 0.08
1347	| 6.24	| 6.11	| 0.13
1348	| 4.32	| 4.36	| 0.03
1349	| 0.69	| 0.70	| 0.01
1350	| 6.09	| 5.93	| 0.16
1351	| 5.57	| 5.74	| 0.17
1352	| 0.88	| 0.84	| 0.04
1353	| 1.68	| 1.76	| 0.08
1354	| 3.88	| 3.94	| 0.06
1355	| 2.73	| 2.74	| 0.02
1356	| 5.46	| 5.49	| 0.02
1357	| 2.83	| 2.78	| 0.05
1358	| 3.28	| 3.36	| 0.08
1359	| 5.67	| 5.66	| 0.01
1360	| 5.75	| 5.59	| 0.16
