Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 36.979484875s, Fenwick: 1.836401208s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
2021	| 5.05	| 5.12	| 0.06
2022	| 6.12	| 5.79	| 0.32
2023	| 3.61	| 3.69	| 0.08
2024	| 2.27	| 2.21	| 0.06
2025	| 3.96	| 3.96	| 0.00
2026	| 2.17	| 2.17	| 0.01
2027	| 0.85	| 0.87	| 0.03
2028	| 1.46	| 1.40	| 0.07
2029	| 5.01	| 5.09	| 0.08
2030	| 6.25	| 6.26	| 0.02
2031	| 3.23	| 3.14	| 0.09
2032	| 5.21	| 5.26	| 0.04
2033	| 0.42	| 0.48	| 0.06
2034	| 0.42	| 0.42	| 0.00
2035	| 4.56	| 4.53	| 0.03
2036	| 4.32	| 4.39	| 0.07
2037	| 4.06	| 4.18	| 0.12
2038	| 2.02	| 2.02	| 0.00
2039	| 6.35	| 6.22	| 0.14
2040	| 3.97	| 3.86	| 0.11
2041	| 5.26	| 5.24	| 0.02
2042	| 1.34	| 1.45	| 0.11
2043	| 4.35	| 4.36	| 0.01
2044	| 0.66	| 0.63	| 0.04
2045	| 0.61	| 0.58	| 0.03
2046	| 3.51	| 3.48	| 0.03
2047	| 5.97	| 6.04	| 0.07
2048	| 5.36	| 5.29	| 0.08
2049	| 0.80	| 0.78	| 0.02
2050	| 1.84	| 1.80	| 0.04
2051	| 0.11	| 0.14	| 0.02
2052	| 5.45	| 5.53	| 0.08
2053	| 3.42	| 3.42	| 0.00
2054	| 6.03	| 6.17	| 0.14
2055	| 0.38	| 0.40	| 0.02
2056	| 5.66	| 5.63	| 0.03
2057	| 3.70	| 3.53	| 0.18
2058	| 2.33	| 2.35	| 0.01
2059	| 2.77	| 2.84	| 0.07
2060	| 5.13	| 5.04	| 0.09
2061	| 4.28	| 4.16	| 0.12
2062	| 6.06	| 5.98	| 0.07
2063	| 0.08	| 0.07	| 0.01
2064	| 5.58	| 5.58	| 0.00
2065	| 1.56	| 1.54	| 0.02
2066	| 2.23	| 2.24	| 0.01
2067	| 6.16	| 6.24	| 0.08
2068	| 5.09	| 5.18	| 0.09
2069	| 5.37	| 5.32	| 0.05
2070	| 3.69	| 3.81	| 0.11
2071	| 0.58	| 0.53	| 0.05
2072	| 2.97	| 2.94	| 0.03
2073	| 5.92	| 5.92	| 0.01
2074	| 2.74	| 2.74	| 0.01
2075	| 2.33	| 2.18	| 0.15
2076	| 0.22	| 0.23	| 0.01
2077	| 3.72	| 3.67	| 0.05
2078	| 5.28	| 5.20	| 0.09
2079	| 5.46	| 5.42	| 0.05
2080	| 3.81	| 3.85	| 0.04
2081	| 2.65	| 2.66	| 0.01
2082	| 0.97	| 0.90	| 0.06
2083	| 4.87	| 4.92	| 0.04
2084	| 5.99	| 6.09	| 0.09
2085	| 2.81	| 2.77	| 0.04
2086	| 3.41	| 3.46	| 0.05
2087	| 1.06	| 1.15	| 0.08
2088	| 3.67	| 3.53	| 0.15
2089	| 5.24	| 5.30	| 0.06
2090	| 4.02	| 4.06	| 0.04
2091	| 2.23	| 2.22	| 0.02
2092	| 1.61	| 1.62	| 0.01
2093	| 6.21	| 6.34	| 0.13
2094	| 0.94	| 0.96	| 0.03
2095	| 0.18	| 0.16	| 0.02
2096	| 6.37	| 6.35	| 0.03
2097	| 1.11	| 1.07	| 0.03
2098	| 0.98	| 1.00	| 0.02
2099	| 2.59	| 2.57	| 0.02
2100	| 3.75	| 3.76	| 0.01
2101	| 0.54	| 0.53	| 0.01
2102	| 4.12	| 4.07	| 0.05
2103	| 2.61	| 2.58	| 0.04
2104	| 6.14	| 6.35	| 0.21
2105	| 2.25	| 2.34	| 0.09
2106	| 6.10	| 6.22	| 0.11
2107	| 3.76	| 3.82	| 0.06
2108	| 2.88	| 2.86	| 0.02
2109	| 6.07	| 5.86	| 0.21
2110	| 4.42	| 4.50	| 0.09
2111	| 0.98	| 0.93	| 0.05
2112	| 5.82	| 5.92	| 0.11
2113	| 0.80	| 0.83	| 0.03
2114	| 1.23	| 1.19	| 0.03
2115	| 1.30	| 1.29	| 0.00
2116	| 3.62	| 3.69	| 0.07
2117	| 4.74	| 4.91	| 0.17
2118	| 2.50	| 2.47	| 0.04
2119	| 5.19	| 5.16	| 0.03
2120	| 2.61	| 2.56	| 0.05
2121	| 5.41	| 5.52	| 0.11
2122	| 2.46	| 2.54	| 0.09
2123	| 3.71	| 3.68	| 0.03
2124	| 2.41	| 2.43	| 0.02
2125	| 4.23	| 4.26	| 0.03
2126	| 1.37	| 1.41	| 0.04
2127	| 0.72	| 0.74	| 0.02
2128	| 1.35	| 1.33	| 0.03
2129	| 4.41	| 4.40	| 0.01
2130	| 0.26	| 0.24	| 0.01
2131	| 1.43	| 1.47	| 0.04
2132	| 2.64	| 2.64	| 0.00
2133	| 6.35	| 6.34	| 0.01
2134	| 6.24	| 6.18	| 0.06
2135	| 4.19	| 4.25	| 0.06
2136	| 0.22	| 0.20	| 0.02
2137	| 5.25	| 5.30	| 0.04
2138	| 1.03	| 1.02	| 0.01
2139	| 3.32	| 3.28	| 0.04
2140	| 3.94	| 3.98	| 0.05
2141	| 3.73	| 3.71	| 0.02
2142	| 4.17	| 4.19	| 0.02
2143	| 4.73	| 4.50	| 0.23
2144	| 5.56	| 5.65	| 0.08
2145	| 6.42	| 6.39	| 0.02
2146	| 2.33	| 2.31	| 0.02
2147	| 1.62	| 1.65	| 0.03
2148	| 2.68	| 2.74	| 0.06
2149	| 3.86	| 3.90	| 0.04
2150	| 6.43	| 6.42	| 0.01
2151	| 0.23	| 0.23	| 0.01
2152	| 3.12	| 2.87	| 0.25
2153	| 3.09	| 3.06	| 0.04
2154	| 0.83	| 0.82	| 0.02
2155	| 3.86	| 3.85	| 0.01
2156	| 2.08	| 2.00	| 0.08
2157	| 1.62	| 1.74	| 0.12
2158	| 0.45	| 0.46	| 0.01
2159	| 2.13	| 2.20	| 0.07
2160	| 0.99	| 1.03	| 0.05
2161	| 3.19	| 3.20	| 0.00
2162	| 0.74	| 0.74	| 0.01
2163	| 3.82	| 3.86	| 0.04
2164	| 6.50	| 6.35	| 0.15
2165	| 1.99	| 1.96	| 0.03
2166	| 3.52	| 3.54	| 0.02
2167	| 4.52	| 4.60	| 0.08
2168	| 3.96	| 4.05	| 0.09
2169	| 6.06	| 6.06	| 0.00
2170	| 1.43	| 1.51	| 0.07
2171	| 5.99	| 6.05	| 0.06
2172	| 2.88	| 2.92	| 0.04
2173	| 1.25	| 1.26	| 0.00
2174	| 4.07	| 4.02	| 0.05
2175	| 3.03	| 2.96	| 0.07
2176	| 0.25	| 0.21	| 0.04
2177	| 5.66	| 5.64	| 0.02
2178	| 1.27	| 1.33	| 0.06
2179	| 6.52	| 6.51	| 0.01
2180	| 2.42	| 2.39	| 0.03
2181	| 0.49	| 0.50	| 0.00
2182	| 6.14	| 6.36	| 0.22
2183	| 4.86	| 4.86	| 0.00
2184	| 3.75	| 3.82	| 0.06
2185	| 2.24	| 2.36	| 0.12
2186	| 2.99	| 2.88	| 0.11
2187	| 5.40	| 5.34	| 0.06
2188	| 1.55	| 1.53	| 0.02
2189	| 2.59	| 2.59	| 0.00
2190	| 4.21	| 4.16	| 0.05
2191	| 1.46	| 1.49	| 0.03
2192	| 4.78	| 4.75	| 0.03
2193	| 6.10	| 5.87	| 0.23
2194	| 6.41	| 6.35	| 0.06
2195	| 5.83	| 5.79	| 0.03
2196	| 2.00	| 2.05	| 0.05
2197	| 5.51	| 5.55	| 0.04
2198	| 1.91	| 1.93	| 0.02
2199	| 0.86	| 0.89	| 0.03
2200	| 0.62	| 0.66	| 0.04
2201	| 0.37	| 0.38	| 0.01
2202	| 5.62	| 5.54	| 0.08
2203	| 0.29	| 0.29	| 0.00
2204	| 2.67	| 2.74	| 0.07
2205	| 2.58	| 2.67	| 0.09
2206	| 4.86	| 4.85	| 0.01
2207	| 2.68	| 2.75	| 0.07
2208	| 0.60	| 0.56	| 0.03
2209	| 2.46	| 2.50	| 0.04
2210	| 1.15	| 1.10	| 0.05
2211	| 5.56	| 5.53	| 0.03
2212	| 1.10	| 1.12	| 0.02
2213	| 3.73	| 3.84	| 0.11
2214	| 3.42	| 3.32	| 0.09
2215	| 5.06	| 5.05	| 0.01
2216	| 3.45	| 3.44	| 0.01
2217	| 4.66	| 4.56	| 0.10
2218	| 3.31	| 3.29	| 0.02
2219	| 3.79	| 3.74	| 0.05
2220	| 4.71	| 4.56	| 0.15
2221	| 6.16	| 6.02	| 0.14
2222	| 3.88	| 3.87	| 0.01
2223	| 1.50	| 1.42	| 0.08
2224	| 3.96	| 3.94	| 0.02
2225	| 5.56	| 5.66	| 0.10
2226	| 1.58	| 1.58	| 0.00
2227	| 3.28	| 3.23	| 0.06
2228	| 0.43	| 0.45	| 0.02
2229	| 1.58	| 1.61	| 0.03
2230	| 2.67	| 2.60	| 0.07
2231	| 4.66	| 4.76	| 0.11
2232	| 4.99	| 4.92	| 0.07
2233	| 3.62	| 3.46	| 0.16
2234	| 4.24	| 4.11	| 0.13
2235	| 4.02	| 3.89	| 0.14
2236	| 5.33	| 5.20	| 0.12
2237	| 5.10	| 5.05	| 0.05
2238	| 3.16	| 3.10	| 0.06
2239	| 3.76	| 3.71	| 0.04
2240	| 2.95	| 2.88	| 0.07
2241	| 5.52	| 5.69	| 0.17
2242	| 0.82	| 0.78	| 0.03
2243	| 1.41	| 1.39	| 0.02
2244	| 1.64	| 1.59	| 0.04
2245	| 2.67	| 2.59	| 0.08
2246	| 0.77	| 0.74	| 0.03
2247	| 1.87	| 1.78	| 0.09
2248	| 0.22	| 0.19	| 0.03
2249	| 5.45	| 5.47	| 0.01
2250	| 4.22	| 4.13	| 0.09
2251	| 2.63	| 2.57	| 0.07
2252	| 5.62	| 5.71	| 0.08
2253	| 3.17	| 3.25	| 0.08
2254	| 4.90	| 4.89	| 0.01
2255	| 4.26	| 4.44	| 0.18
2256	| 4.58	| 4.44	| 0.14
2257	| 6.55	| 6.53	| 0.02
2258	| 3.22	| 3.16	| 0.06
2259	| 0.60	| 0.60	| 0.01
2260	| 1.06	| 1.09	| 0.03
2261	| 6.16	| 6.14	| 0.02
2262	| 3.27	| 3.36	| 0.09
2263	| 3.08	| 3.03	| 0.05
2264	| 2.16	| 2.03	| 0.13
2265	| 4.08	| 4.13	| 0.06
2266	| 5.44	| 5.49	| 0.05
2267	| 4.08	| 4.08	| 0.00
2268	| 2.38	| 2.29	| 0.09
2269	| 3.48	| 3.56	| 0.08
2270	| 0.83	| 0.80	| 0.03
2271	| 2.00	| 1.92	| 0.08
2272	| 3.11	| 3.16	| 0.05
2273	| 3.88	| 3.87	| 0.01
2274	| 0.59	| 0.61	| 0.02
2275	| 5.90	| 6.02	| 0.13
2276	| 1.13	| 1.20	| 0.07
2277	| 5.60	| 5.76	| 0.16
2278	| 1.24	| 1.14	| 0.10
2279	| 0.22	| 0.20	| 0.02
2280	| 0.36	| 0.37	| 0.01
2281	| 4.04	| 4.06	| 0.01
2282	| 4.94	| 5.05	| 0.11
2283	| 4.09	| 4.15	| 0.05
2284	| 1.75	| 1.76	| 0.02
2285	| 4.92	| 4.79	| 0.12
2286	| 0.16	| 0.16	| 0.00
2287	| 4.06	| 3.96	| 0.10
2288	| 3.97	| 3.95	| 0.02
2289	| 3.45	| 3.41	| 0.04
2290	| 2.73	| 2.87	| 0.13
2291	| 2.89	| 2.80	| 0.09
2292	| 5.81	| 5.95	| 0.14
2293	| 5.23	| 5.04	| 0.18
2294	| 5.38	| 5.30	| 0.08
2295	| 6.05	| 5.92	| 0.13
2296	| 3.50	| 3.40	| 0.11
2297	| 2.85	| 2.78	| 0.08
2298	| 6.31	| 6.35	| 0.04
2299	| 6.50	| 6.56	| 0.06
2300	| 0.78	| 0.83	| 0.05
2301	| 3.06	| 3.13	| 0.07
2302	| 5.14	| 5.16	| 0.02
2303	| 1.49	| 1.42	| 0.07
2304	| 2.73	| 2.82	| 0.09
2305	| 3.67	| 3.69	| 0.02
2306	| 2.91	| 2.97	| 0.06
2307	| 1.23	| 1.19	| 0.03
2308	| 6.36	| 6.26	| 0.10
2309	| 5.30	| 5.30	| 0.00
2310	| 5.91	| 5.88	| 0.03
2311	| 5.67	| 5.66	| 0.01
2312	| 3.73	| 3.88	| 0.15
2313	| 4.62	| 4.58	| 0.04
2314	| 5.76	| 5.82	| 0.05
2315	| 1.17	| 1.28	| 0.12
2316	| 6.38	| 6.44	| 0.06
2317	| 6.22	| 6.28	| 0.05
2318	| 6.13	| 6.17	| 0.04
2319	| 2.63	| 2.60	| 0.03
2320	| 2.43	| 2.53	| 0.09
2321	| 0.41	| 0.42	| 0.01
2322	| 5.12	| 5.10	| 0.01
2323	| 2.58	| 2.62	| 0.04
2324	| 6.48	| 6.23	| 0.25
2325	| 4.09	| 4.01	| 0.08
2326	| 3.40	| 3.20	| 0.20
2327	| 1.37	| 1.43	| 0.05
2328	| 3.55	| 3.53	| 0.02
2329	| 5.82	| 5.85	| 0.03
2330	| 5.62	| 5.64	| 0.02
2331	| 4.77	| 4.74	| 0.04
2332	| 0.09	| 0.10	| 0.01
2333	| 5.00	| 5.05	| 0.05
2334	| 3.70	| 3.76	| 0.06
2335	| 5.21	| 5.11	| 0.10
2336	| 6.34	| 6.11	| 0.23
2337	| 5.35	| 5.35	| 0.00
2338	| 3.06	| 3.17	| 0.10
2339	| 3.67	| 3.75	| 0.08
2340	| 0.71	| 0.64	| 0.07
2341	| 3.56	| 3.58	| 0.02
2342	| 5.87	| 5.88	| 0.01
2343	| 0.06	| 0.05	| 0.01
2344	| 2.57	| 2.63	| 0.06
2345	| 5.44	| 5.28	| 0.16
2346	| 0.33	| 0.35	| 0.03
2347	| 4.13	| 4.12	| 0.02
2348	| 1.24	| 1.20	| 0.04
2349	| 5.00	| 5.06	| 0.06
2350	| 2.60	| 2.50	| 0.10
2351	| 2.23	| 2.19	| 0.04
2352	| 2.83	| 2.82	| 0.01
2353	| 1.90	| 1.96	| 0.05
2354	| 5.02	| 5.00	| 0.02
2355	| 1.73	| 1.76	| 0.03
2356	| 0.69	| 0.68	| 0.01
2357	| 3.65	| 3.71	| 0.07
2358	| 0.11	| 0.10	| 0.02
2359	| 5.94	| 5.81	| 0.13
2360	| 4.15	| 4.12	| 0.03
2361	| 5.29	| 5.16	| 0.12
2362	| 0.34	| 0.35	| 0.01
2363	| 4.55	| 4.46	| 0.09
2364	| 0.03	| 0.03	| 0.01
2365	| 5.10	| 4.97	| 0.12
2366	| 4.61	| 4.62	| 0.01
2367	| 4.48	| 4.53	| 0.05
2368	| 2.46	| 2.56	| 0.09
2369	| 5.21	| 5.23	| 0.02
2370	| 5.46	| 5.45	| 0.01
2371	| 1.80	| 1.74	| 0.06
2372	| 4.31	| 4.43	| 0.12
2373	| 6.46	| 6.57	| 0.11
2374	| 4.79	| 4.74	| 0.05
2375	| 0.05	| 0.06	| 0.01
2376	| 4.84	| 4.72	| 0.12
2377	| 1.99	| 2.00	| 0.02
2378	| 0.26	| 0.26	| 0.01
2379	| 2.60	| 2.61	| 0.01
2380	| 3.55	| 3.54	| 0.01
2381	| 4.55	| 4.48	| 0.07
2382	| 2.00	| 2.01	| 0.01
2383	| 4.48	| 4.44	| 0.05
2384	| 4.89	| 5.10	| 0.21
2385	| 6.49	| 6.53	| 0.04
2386	| 4.64	| 4.73	| 0.09
2387	| 1.97	| 1.94	| 0.04
2388	| 4.04	| 4.01	| 0.03
2389	| 5.36	| 5.25	| 0.11
2390	| 5.26	| 5.39	| 0.13
2391	| 1.21	| 1.11	| 0.10
2392	| 2.97	| 2.88	| 0.09
2393	| 3.48	| 3.38	| 0.10
2394	| 2.47	| 2.63	| 0.16
2395	| 0.12	| 0.14	| 0.02
2396	| 3.12	| 3.10	| 0.02
2397	| 1.24	| 1.28	| 0.04
2398	| 4.15	| 4.08	| 0.07
2399	| 0.82	| 0.82	| 0.00
2400	| 1.62	| 1.62	| 0.00
2401	| 0.51	| 0.55	| 0.04
2402	| 2.59	| 2.56	| 0.02
2403	| 2.44	| 2.22	| 0.22
2404	| 3.87	| 3.90	| 0.03
2405	| 1.24	| 1.24	| 0.00
2406	| 3.37	| 3.30	| 0.07
2407	| 0.96	| 1.04	| 0.08
2408	| 5.07	| 5.10	| 0.03
2409	| 1.48	| 1.46	| 0.01
2410	| 1.48	| 1.46	| 0.01
2411	| 1.20	| 1.18	| 0.02
2412	| 6.40	| 6.32	| 0.08
2413	| 3.69	| 3.71	| 0.02
2414	| 4.66	| 4.94	| 0.29
2415	| 0.10	| 0.09	| 0.01
2416	| 4.52	| 4.53	| 0.01
2417	| 4.40	| 4.27	| 0.13
2418	| 5.95	| 6.08	| 0.13
2419	| 3.71	| 3.66	| 0.05
2420	| 3.60	| 3.58	| 0.02
2421	| 1.79	| 1.80	| 0.01
2422	| 1.03	| 1.04	| 0.01
2423	| 5.98	| 5.98	| 0.00
2424	| 2.45	| 2.41	| 0.04
2425	| 6.10	| 6.14	| 0.05
2426	| 1.65	| 1.63	| 0.02
2427	| 1.76	| 1.79	| 0.03
2428	| 4.64	| 4.77	| 0.12
2429	| 4.68	| 4.69	| 0.01
2430	| 5.79	| 5.75	| 0.04
2431	| 5.48	| 5.55	| 0.07
2432	| 3.08	| 3.01	| 0.07
2433	| 5.15	| 5.23	| 0.08
2434	| 5.80	| 5.73	| 0.08
2435	| 3.71	| 3.75	| 0.04
2436	| 4.04	| 3.88	| 0.16
2437	| 1.44	| 1.42	| 0.03
2438	| 3.35	| 3.29	| 0.06
2439	| 5.59	| 5.62	| 0.03
2440	| 4.49	| 4.56	| 0.07
2441	| 3.30	| 3.33	| 0.03
2442	| 5.96	| 5.95	| 0.01
2443	| 5.73	| 5.60	| 0.13
2444	| 3.67	| 3.71	| 0.03
2445	| 3.09	| 2.95	| 0.14
2446	| 4.69	| 4.67	| 0.02
2447	| 6.55	| 6.50	| 0.05
2448	| 5.88	| 5.96	| 0.08
2449	| 4.38	| 4.48	| 0.10
2450	| 1.69	| 1.74	| 0.05
2451	| 4.64	| 4.66	| 0.02
2452	| 0.96	| 0.98	| 0.02
2453	| 2.74	| 2.85	| 0.12
2454	| 4.55	| 4.74	| 0.19
2455	| 5.90	| 5.71	| 0.19
2456	| 6.14	| 6.04	| 0.09
2457	| 1.66	| 1.66	| 0.00
2458	| 2.42	| 2.45	| 0.03
2459	| 0.41	| 0.42	| 0.01
2460	| 4.68	| 4.66	| 0.02
2461	| 1.84	| 1.93	| 0.09
2462	| 2.68	| 2.69	| 0.01
2463	| 6.15	| 6.16	| 0.00
2464	| 3.95	| 4.02	| 0.08
2465	| 5.58	| 5.68	| 0.10
2466	| 1.67	| 1.63	| 0.04
2467	| 0.15	| 0.17	| 0.01
2468	| 4.71	| 4.80	| 0.09
2469	| 0.60	| 0.69	| 0.08
2470	| 4.37	| 4.38	| 0.01
2471	| 5.07	| 5.12	| 0.06
2472	| 2.91	| 3.05	| 0.13
2473	| 6.10	| 6.04	| 0.06
2474	| 4.84	| 4.74	| 0.10
2475	| 4.73	| 4.75	| 0.02
2476	| 1.48	| 1.51	| 0.03
2477	| 1.33	| 1.32	| 0.01
2478	| 5.06	| 5.13	| 0.07
2479	| 1.60	| 1.52	| 0.09
2480	| 0.57	| 0.55	| 0.02
2481	| 3.81	| 3.70	| 0.11
2482	| 3.54	| 3.58	| 0.04
2483	| 3.11	| 3.11	| 0.00
2484	| 5.91	| 5.97	| 0.05
2485	| 5.07	| 5.11	| 0.04
2486	| 5.22	| 5.31	| 0.09
2487	| 2.52	| 2.35	| 0.17
2488	| 4.45	| 4.31	| 0.14
2489	| 6.28	| 6.45	| 0.17
2490	| 2.06	| 1.97	| 0.09
2491	| 6.22	| 6.38	| 0.16
2492	| 2.71	| 2.71	| 0.01
2493	| 4.57	| 4.73	| 0.16
2494	| 4.22	| 4.12	| 0.10
2495	| 1.05	| 1.09	| 0.04
2496	| 3.66	| 3.60	| 0.05
2497	| 1.41	| 1.43	| 0.02
2498	| 1.88	| 1.86	| 0.02
2499	| 2.22	| 2.29	| 0.07
2500	| 4.03	| 4.21	| 0.18
2501	| 5.48	| 5.59	| 0.12
2502	| 1.19	| 1.18	| 0.01
2503	| 1.76	| 1.78	| 0.02
2504	| 5.54	| 5.67	| 0.12
2505	| 3.96	| 3.91	| 0.05
2506	| 6.43	| 6.38	| 0.06
2507	| 1.69	| 1.65	| 0.04
2508	| 2.82	| 2.75	| 0.08
2509	| 5.02	| 5.09	| 0.08
2510	| 4.00	| 4.01	| 0.02
2511	| 1.35	| 1.36	| 0.00
2512	| 1.08	| 1.09	| 0.01
2513	| 0.54	| 0.54	| 0.00
2514	| 1.52	| 1.48	| 0.04
2515	| 5.71	| 5.84	| 0.13
2516	| 2.91	| 2.89	| 0.02
2517	| 3.54	| 3.67	| 0.14
2518	| 3.33	| 3.36	| 0.03
2519	| 2.91	| 2.99	| 0.08
2520	| 0.11	| 0.12	| 0.01
2521	| 2.67	| 2.63	| 0.04
2522	| 0.74	| 0.70	| 0.04
2523	| 3.62	| 3.63	| 0.00
2524	| 5.27	| 5.42	| 0.15
2525	| 1.31	| 1.32	| 0.02
2526	| 4.44	| 4.40	| 0.04
2527	| 2.93	| 2.86	| 0.07
2528	| 3.61	| 3.74	| 0.13
2529	| 3.58	| 3.61	| 0.03
2530	| 0.58	| 0.53	| 0.05
2531	| 2.75	| 2.71	| 0.04
2532	| 0.36	| 0.38	| 0.02
2533	| 4.25	| 4.25	| 0.01
2534	| 2.17	| 2.12	| 0.05
2535	| 3.94	| 3.85	| 0.09
2536	| 5.11	| 5.31	| 0.20
2537	| 1.51	| 1.54	| 0.03
2538	| 5.02	| 4.88	| 0.15
2539	| 5.40	| 5.47	| 0.07
2540	| 2.61	| 2.63	| 0.01
2541	| 3.80	| 3.71	| 0.09
2542	| 2.73	| 2.64	| 0.10
2543	| 2.28	| 2.26	| 0.02
2544	| 6.17	| 6.25	| 0.08
2545	| 1.54	| 1.48	| 0.06
2546	| 1.02	| 1.01	| 0.01
2547	| 0.18	| 0.20	| 0.01
2548	| 5.10	| 4.99	| 0.11
2549	| 0.00	| 0.00	| 0.00
2550	| 2.96	| 2.97	| 0.01
2551	| 1.62	| 1.62	| 0.00
2552	| 0.22	| 0.21	| 0.01
2553	| 3.68	| 3.49	| 0.19
2554	| 3.95	| 3.83	| 0.11
2555	| 2.20	| 2.14	| 0.07
2556	| 1.84	| 1.79	| 0.04
2557	| 1.91	| 1.88	| 0.03
2558	| 3.07	| 2.93	| 0.14
2559	| 2.08	| 2.11	| 0.03
2560	| 3.46	| 3.46	| 0.00
2561	| 5.18	| 5.31	| 0.13
2562	| 5.64	| 5.55	| 0.09
2563	| 1.70	| 1.75	| 0.05
2564	| 5.71	| 5.82	| 0.10
2565	| 2.95	| 2.84	| 0.11
2566	| 2.46	| 2.53	| 0.07
2567	| 0.42	| 0.40	| 0.02
2568	| 0.30	| 0.28	| 0.02
2569	| 3.65	| 3.62	| 0.03
2570	| 6.08	| 6.17	| 0.08
2571	| 1.08	| 1.08	| 0.01
2572	| 1.88	| 1.89	| 0.01
2573	| 3.17	| 3.16	| 0.01
2574	| 5.28	| 5.29	| 0.00
2575	| 3.81	| 3.80	| 0.01
2576	| 5.51	| 5.60	| 0.09
2577	| 0.72	| 0.74	| 0.02
2578	| 5.31	| 5.42	| 0.11
2579	| 0.35	| 0.38	| 0.04
2580	| 5.31	| 5.31	| 0.00
2581	| 3.78	| 3.75	| 0.03
2582	| 4.71	| 4.70	| 0.01
2583	| 4.61	| 4.71	| 0.10
2584	| 1.46	| 1.53	| 0.07
2585	| 3.10	| 3.07	| 0.03
2586	| 5.46	| 5.47	| 0.00
2587	| 4.33	| 4.50	| 0.16
2588	| 1.07	| 1.04	| 0.03
2589	| 3.06	| 3.17	| 0.11
2590	| 5.50	| 5.62	| 0.13
2591	| 6.34	| 6.48	| 0.14
2592	| 3.82	| 3.98	| 0.16
2593	| 5.08	| 5.23	| 0.15
2594	| 2.17	| 2.14	| 0.03
2595	| 4.21	| 4.18	| 0.03
2596	| 3.10	| 3.02	| 0.09
2597	| 3.64	| 3.70	| 0.06
2598	| 3.90	| 3.92	| 0.02
2599	| 2.22	| 2.31	| 0.09
2600	| 4.53	| 4.45	| 0.07
2601	| 2.41	| 2.36	| 0.05
2602	| 1.42	| 1.45	| 0.03
2603	| 4.11	| 4.07	| 0.04
2604	| 0.06	| 0.08	| 0.02
2605	| 2.11	| 2.06	| 0.05
2606	| 2.33	| 2.29	| 0.04
2607	| 6.24	| 6.30	| 0.07
2608	| 3.37	| 3.33	| 0.04
2609	| 6.49	| 6.35	| 0.14
2610	| 1.04	| 1.00	| 0.04
2611	| 1.15	| 1.20	| 0.05
2612	| 5.51	| 5.61	| 0.10
2613	| 0.71	| 0.72	| 0.01
2614	| 0.05	| 0.04	| 0.01
2615	| 1.51	| 1.58	| 0.08
2616	| 5.16	| 5.15	| 0.01
2617	| 2.86	| 2.98	| 0.12
2618	| 3.01	| 3.06	| 0.05
2619	| 5.22	| 5.13	| 0.09
2620	| 1.13	| 1.15	| 0.02
2621	| 1.27	| 1.31	| 0.04
2622	| 0.02	| 0.03	| 0.01
2623	| 3.16	| 3.23	| 0.07
2624	| 5.08	| 5.04	| 0.04
2625	| 2.03	| 2.16	| 0.13
2626	| 0.39	| 0.43	| 0.04
2627	| 4.37	| 4.49	| 0.12
2628	| 5.22	| 5.02	| 0.20
2629	| 0.70	| 0.68	| 0.02
2630	| 4.93	| 4.96	| 0.03
2631	| 0.62	| 0.64	| 0.01
2632	| 1.49	| 1.45	| 0.04
2633	| 4.22	| 4.11	| 0.11
2634	| 1.41	| 1.34	| 0.07
2635	| 4.87	| 5.02	| 0.15
2636	| 3.28	| 3.26	| 0.03
2637	| 1.50	| 1.50	| 0.00
2638	| 3.04	| 3.19	| 0.15
2639	| 1.09	| 1.21	| 0.12
2640	| 5.56	| 5.64	| 0.09
2641	| 1.36	| 1.37	| 0.01
2642	| 0.52	| 0.50	| 0.02
2643	| 4.42	| 4.45	| 0.03
2644	| 1.75	| 1.67	| 0.08
2645	| 0.10	| 0.11	| 0.01
2646	| 0.17	| 0.19	| 0.02
2647	| 3.65	| 3.67	| 0.02
2648	| 1.89	| 1.85	| 0.04
2649	| 6.45	| 6.41	| 0.04
2650	| 4.82	| 5.03	| 0.20
2651	| 4.82	| 4.90	| 0.08
2652	| 1.29	| 1.41	| 0.13
2653	| 6.32	| 6.25	| 0.07
2654	| 3.72	| 3.79	| 0.07
2655	| 2.81	| 2.86	| 0.04
2656	| 5.07	| 5.10	| 0.04
2657	| 1.77	| 1.74	| 0.03
2658	| 4.33	| 4.46	| 0.12
2659	| 0.56	| 0.56	| 0.01
2660	| 5.05	| 4.97	| 0.08
2661	| 2.45	| 2.42	| 0.03
2662	| 6.47	| 6.43	| 0.04
2663	| 1.33	| 1.34	| 0.01
2664	| 0.77	| 0.75	| 0.02
2665	| 2.87	| 2.83	| 0.03
2666	| 1.00	| 0.99	| 0.01
2667	| 2.06	| 2.16	| 0.09
2668	| 2.20	| 2.30	| 0.10
2669	| 0.41	| 0.42	| 0.01
2670	| 2.59	| 2.62	| 0.03
2671	| 4.19	| 4.35	| 0.16
2672	| 0.06	| 0.05	| 0.01
2673	| 3.89	| 3.83	| 0.06
2674	| 2.91	| 2.94	| 0.03
2675	| 0.71	| 0.73	| 0.02
2676	| 5.12	| 5.10	| 0.02
2677	| 3.62	| 3.51	| 0.10
2678	| 5.75	| 5.80	| 0.05
2679	| 3.27	| 3.27	| 0.01
2680	| 3.29	| 3.16	| 0.12
